communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
cat791.0,cat4.0,13.0,21105.0,4.0,13989.0,2.48,3.77,87.34,0.3,13.97,13.4,24.92,12.38,17.24,0.0,0.0,20742.0,64.95,0.82,45.55,37.23,14.32,23.05,26537.0,10172.0,10779.0,5055.0,8009.0,6695.0,6058.0,4771.0,2593.0,18.67,12.6,29.22,10.18,11.19,52.03,26.3,26.55,22.76,16.0,9.49,32.35,12.37,11.06,3.06,64.53,62.07,72.18,67.36,54.12,66.96,599.0,4.92,288.0,6.94,8.68,11.11,18.06,0.14,0.18,0.23,0.37,83.02,2.98,4.77,3.17,2.46,2.54,2.3,67.11,1.95,36.53,3.0,300.0,94.96,64.9,2.67,51.0,1939.0,9.52,0.12,31400.0,41700.0,56400.0,25000.0,201.0,256.0,302.0,101.0,320.0,31.9,16.9,14.3,0.0,0.0,2.06,81.52,63.16,89.58,93.2,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,4.7,2980.2,0.83,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,3.0,21.62,13.0,93.69,20.0,144.13,106.0,763.91,502.0,3617.76,16.0,115.31,5.0,36.03,259.44,4533.01
cat792.0,cat2.0,129.0,55128.0,4.0,28158.0,2.76,0.24,99.45,0.22,0.28,13.69,23.25,11.6,13.24,25438.0,90.4,32066.0,75.98,0.33,53.53,32.89,3.79,24.65,35959.0,13405.0,13419.0,16805.0,6260.0,10655.0,7209.0,9075.0,1479.0,5.32,6.09,17.09,16.15,6.27,57.38,18.94,24.87,11.98,26.74,5.0,24.98,6.77,5.92,3.09,87.05,85.22,94.56,89.65,52.58,62.66,126.0,0.57,379.0,1.85,6.07,8.18,8.18,0.02,0.08,0.11,0.11,96.21,0.2,2.71,2.21,2.73,2.8,2.23,89.29,0.7,25.86,3.0,259.0,97.53,86.92,0.39,49.42,1962.0,0.31,0.23,48900.0,61600.0,74600.0,25700.0,236.0,307.0,369.0,133.0,385.0,22.2,17.9,12.1,0.0,0.0,1.35,91.78,76.94,89.1,97.36,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,28.4,991.0,1.13,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,1.0,3.49,7.0,24.44,21.0,73.32,76.0,265.36,282.0,984.64,38.0,132.68,1.0,3.49,101.26,1386.17
cat793.0,cat14.0,3.0,50440.0,4.0,75491.0,2.5,7.58,81.61,1.79,16.27,13.43,30.11,15.54,15.26,75491.0,100.0,30121.0,74.42,0.37,43.44,31.61,9.08,21.2,35711.0,14715.0,16016.0,10826.0,27465.0,12313.0,6298.0,7224.0,9289.0,12.8,15.44,35.25,16.67,7.84,60.21,22.94,21.22,17.58,22.55,9.17,39.17,12.33,10.84,3.01,61.37,56.8,70.46,60.88,59.38,67.98,3152.0,5.99,12444.0,12.83,21.27,27.53,33.93,2.11,3.51,4.54,5.59,63.18,7.68,4.49,2.84,2.4,2.5,2.33,44.91,4.15,61.41,2.0,2165.0,93.3,43.11,2.73,30.81,1951.0,5.34,0.45,117100.0,139200.0,164800.0,47700.0,298.0,427.0,530.0,232.0,512.0,24.8,24.4,14.9,62.0,10.0,16.48,55.48,51.71,82.73,87.94,142.0,203.19,119.0,170.27,39512.0,56537.0,278.3,203.2,87.95,93.66,3.52,2.82,0.0,6.34,10.0,8.0,147.2,13.8,5462.9,3.0,44.0,9420000.0,83.8,0.0,7.04,134789.0,4.0,5.72,21.0,30.05,215.0,307.64,269.0,384.91,1083.0,1549.64,2865.0,4099.47,700.0,1001.62,1.0,1.43,728.32,6652.17
cat794.0,cat29.0,31.0,47600.0,4.0,13950.0,3.33,0.07,98.05,0.58,1.85,18.0,30.75,14.39,9.41,13950.0,100.0,25341.0,79.22,1.89,38.51,24.83,7.5,18.08,28303.0,9512.0,9613.0,512.0,5187.0,843.0,11882.0,7445.0,1797.0,12.97,2.54,14.49,19.34,4.52,60.48,22.72,26.9,16.42,23.68,6.04,22.59,7.53,6.81,3.75,85.71,85.78,90.52,85.89,50.13,60.13,79.0,0.63,194.0,9.79,13.92,16.49,19.59,0.14,0.19,0.23,0.27,96.01,0.36,17.21,14.24,3.31,3.45,3.01,71.18,6.16,36.25,3.0,170.0,96.1,68.34,1.18,40.59,1962.0,3.01,0.0,50600.0,63500.0,81100.0,30500.0,221.0,270.0,330.0,109.0,347.0,23.8,20.5,11.3,0.0,0.0,1.39,75.3,53.98,81.62,88.11,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,10.0,1392.8,0.5,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,13.0,80.66,3.0,18.61,25.0,155.12,77.0,477.76,476.0,2953.4,30.0,186.14,1.0,6.2,254.39,3623.5
cat525.0,cat15.0,31.0,47600.0,4.0,21265.0,3.67,4.63,88.93,5.84,1.19,48.66,69.67,61.34,4.91,0.0,0.0,14350.0,81.38,1.22,43.93,13.46,5.54,11.39,33193.0,7915.0,8150.0,5903.0,4535.0,6172.0,5025.0,4217.0,6036.0,44.66,3.9,9.9,57.15,8.54,43.09,5.29,53.97,6.93,39.68,2.87,75.38,5.26,4.1,2.85,72.03,70.4,82.17,79.02,59.23,67.79,157.0,2.64,1778.0,56.92,69.97,77.28,79.81,4.76,5.85,6.46,6.67,89.38,1.16,3.07,2.11,2.3,2.46,2.22,36.39,3.38,55.71,2.0,305.0,95.0,34.06,0.98,34.75,1959.0,6.7,0.3,51800.0,68500.0,91700.0,39900.0,250.0,338.0,440.0,190.0,383.0,35.1,18.2,11.2,109.0,0.0,8.36,61.33,20.02,31.37,79.51,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,7.0,3029.0,0.86,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,4.7,9.0,42.31,10.0,47.01,31.0,145.73,70.0,329.07,512.0,2406.92,24.0,112.82,0.0,0.0,239.75,2848.82
cat795.0,cat36.0,31.0,47600.0,4.0,19749.0,2.56,1.13,97.1,1.49,0.75,12.75,21.28,10.31,14.36,19749.0,100.0,49858.0,79.1,0.71,65.71,27.82,1.95,16.86,61182.0,25940.0,26036.0,25090.0,17500.0,21115.0,9000.0,13876.0,505.0,2.59,1.47,5.07,53.18,2.54,61.21,7.84,34.63,2.55,51.5,4.85,21.69,10.2,7.8,3.0,85.56,85.96,93.53,83.02,57.72,63.97,83.0,0.6,581.0,19.79,19.79,31.84,37.01,0.58,0.58,0.94,1.09,95.37,0.56,2.45,1.82,2.53,2.67,2.1,79.78,0.48,25.82,3.0,324.0,95.97,75.69,0.62,31.48,1969.0,0.23,0.29,102600.0,134500.0,177900.0,75300.0,347.0,398.0,497.0,150.0,500.0,23.9,17.3,10.8,0.0,0.0,2.94,59.62,51.65,77.7,86.18,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,9.1,2158.8,0.0,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,0.0,0.0,7.0,34.98,0.0,0.0,40.0,199.86,159.0,794.44,26.0,129.91,1.0,8.22,34.98,2880.63
cat796.0,cat2.0,17.0,34952.0,4.0,10582.0,2.97,0.76,97.85,0.95,1.19,12.97,23.99,11.1,9.22,1813.0,17.13,44717.0,87.3,2.8,59.55,21.42,3.0,13.82,47748.0,17091.0,17147.0,3320.0,0.0,29133.0,3715.0,5402.0,326.0,3.11,4.83,16.51,23.51,1.98,71.57,25.97,19.22,17.12,24.6,5.61,23.62,7.14,6.39,3.23,86.69,85.58,91.11,85.55,56.4,65.73,32.0,0.43,320.0,11.88,11.88,25.31,32.81,0.36,0.36,0.77,0.99,94.68,0.49,4.69,4.01,2.95,3.02,2.6,85.34,1.09,20.5,3.0,91.0,97.51,83.41,0.0,32.97,1969.0,0.5,0.0,114800.0,155300.0,192900.0,78100.0,368.0,479.0,581.0,213.0,563.0,24.4,22.2,12.0,0.0,0.0,3.02,81.07,64.56,79.93,94.13,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,27.9,379.5,0.49,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,2.0,18.59,0.0,0.0,4.0,37.17,42.0,390.3,171.0,1589.07,12.0,111.51,0.0,0.0,55.76,2090.88
cat797.0,cat42.0,510.0,4000.0,4.0,736014.0,2.66,59.21,39.1,1.08,1.03,13.23,27.66,13.55,12.39,736014.0,100.0,24045.0,73.02,0.28,27.35,28.9,16.45,16.78,28217.0,11994.0,16563.0,8991.0,7988.0,12820.0,10011.0,12075.0,156284.0,21.87,14.81,39.35,15.47,9.16,55.11,12.27,28.59,15.66,23.37,14.08,43.68,16.97,15.65,3.24,43.59,35.52,49.34,46.07,59.06,67.18,88370.0,15.29,23467.0,16.78,23.79,32.26,38.03,0.53,0.76,1.03,1.21,93.54,0.9,9.11,5.78,2.59,2.68,2.5,50.33,4.59,47.1,3.0,27222.0,91.04,48.62,16.56,48.96,1945.0,7.8,0.79,39900.0,54700.0,72300.0,32400.0,226.0,321.0,402.0,176.0,413.0,27.3,19.4,13.7,1144.0,387.0,3.19,72.02,57.99,87.23,93.3,2861.0,401.71,2547.0,357.62,1441279.0,202367.41,503.8,401.7,66.43,72.28,26.46,0.52,0.35,27.33,100.0,10.0,69.9,83.7,8791.5,22.19,605.0,1.678576E8,89.02,0.0,3.5,235685.91,353.0,49.56,668.0,93.79,12376.0,1737.69,8548.0,1200.21,17901.0,2513.45,41451.0,5820.06,10623.0,1491.56,545.0,76.52,3081.26,9901.59
cat798.0,cat11.0,31.0,47600.0,4.0,22869.0,2.3,9.26,65.59,22.54,6.64,8.57,20.18,9.56,19.73,22869.0,100.0,39538.0,70.65,0.84,61.29,32.68,5.64,26.54,47751.0,21854.0,24252.0,15907.0,9924.0,18364.0,13272.0,15253.0,1178.0,5.17,3.56,10.69,46.29,3.64,59.24,9.25,40.96,5.36,48.38,8.96,31.2,13.51,11.39,2.79,74.35,72.33,89.35,73.09,66.46,73.43,295.0,1.85,4533.0,15.35,22.35,34.55,43.92,3.04,4.43,6.85,8.71,74.2,4.29,3.05,1.93,2.29,2.37,2.15,65.08,3.48,50.16,2.0,387.0,96.25,62.86,0.78,32.3,1954.0,0.83,0.16,200600.0,253400.0,323300.0,122700.0,539.0,645.0,827.0,288.0,695.0,28.0,21.1,11.2,60.0,12.0,19.82,44.4,58.47,69.97,89.34,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,3.8,6069.3,18.7,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,4.41,8.0,35.32,139.0,613.61,58.0,256.04,336.0,1483.25,1067.0,4710.19,247.0,1090.36,9.0,39.73,909.37,7323.53
cat567.0,cat27.0,55.0,83975.0,4.0,12388.0,2.8,0.15,98.74,0.51,1.31,15.46,29.25,15.68,12.48,0.0,0.0,26873.0,76.37,0.91,52.73,31.03,8.23,15.54,32529.0,11458.0,11488.0,1779.0,7200.0,17638.0,7328.0,8531.0,1277.0,10.81,15.8,28.61,14.12,3.9,65.66,33.29,27.87,24.02,19.75,7.96,35.0,9.74,8.89,3.11,77.46,76.81,86.23,88.04,73.82,80.83,145.0,1.62,188.0,9.57,12.23,17.02,19.68,0.15,0.19,0.26,0.3,95.28,0.2,4.11,2.93,2.56,2.72,2.33,61.81,1.22,42.33,3.0,120.0,97.36,58.1,0.83,20.83,1945.0,3.25,0.9,44900.0,54400.0,68000.0,23100.0,235.0,301.0,371.0,136.0,368.0,21.9,20.3,13.8,19.0,0.0,1.52,78.39,54.75,74.59,90.36,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,6.5,1902.7,0.76,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,5.0,23.98,9.0,43.16,8.0,38.36,116.0,556.27,658.0,3155.42,30.0,143.86,5.0,23.98,105.5,3879.54
cat799.0,cat26.0,31.0,47600.0,4.0,77010.0,2.87,7.31,77.8,3.47,18.93,13.77,29.21,13.4,9.34,77010.0,100.0,35554.0,82.27,0.54,43.14,23.42,4.98,12.35,41190.0,13929.0,15473.0,8865.0,9447.0,10473.0,7573.0,7421.0,5841.0,7.83,12.01,25.97,18.3,5.37,69.12,28.0,20.32,21.14,23.09,9.11,31.33,12.06,10.62,3.34,76.27,72.51,85.12,77.83,66.87,74.65,1647.0,3.12,9909.0,21.36,33.12,43.61,56.76,2.75,4.26,5.61,7.3,78.1,6.98,9.0,6.45,2.79,2.89,2.62,64.59,7.14,52.4,2.0,1071.0,96.17,62.3,3.55,32.59,1960.0,4.79,0.3,78600.0,96800.0,123300.0,44700.0,332.0,434.0,515.0,183.0,501.0,23.7,22.2,13.7,28.0,0.0,12.87,64.58,46.06,71.66,88.67,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,22.7,3388.3,3.2,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,8.0,9.79,8.0,70.29,104.0,127.31,254.0,310.92,763.0,933.98,2369.0,2899.88,239.0,292.56,26.0,31.83,46.52,4158.25
cat800.0,cat10.0,31.0,47600.0,4.0,84021.0,3.37,0.34,70.94,0.69,76.97,18.82,30.81,15.39,9.52,84021.0,100.0,22068.0,75.66,1.64,28.16,24.3,13.98,9.36,23809.0,9814.0,11513.0,12965.0,7057.0,9289.0,5451.0,6752.0,27236.0,32.75,31.0,42.14,19.07,10.26,53.28,10.23,24.08,11.69,29.36,6.58,31.1,11.31,9.11,3.8,75.16,69.25,84.2,76.89,53.11,58.94,2222.0,3.0,22212.0,15.51,22.39,28.77,40.48,4.1,5.92,7.61,10.7,24.91,18.51,16.21,13.02,3.34,3.45,3.17,62.3,19.57,54.53,2.0,3692.0,87.09,60.29,3.3,18.26,1976.0,9.58,1.37,38300.0,56300.0,79800.0,41500.0,207.0,283.0,365.0,158.0,340.0,25.3,20.1,12.8,48.0,3.0,26.44,55.36,54.17,81.6,88.48,162.0,166.85,150.0,154.49,44214.0,45537.8,272.9,166.9,89.93,12.96,0.0,87.04,0.0,87.04,0.0,5.0,182.1,33.6,2501.5,0.55,87.0,7899645.0,92.59,10.0,0.0,81361.6,8.0,8.24,28.0,28.84,135.0,139.04,547.0,563.38,2083.0,2145.37,7706.0,7936.72,1360.0,1400.72,20.0,20.6,739.5,11503.4
cat801.0,cat18.0,31.0,47600.0,4.0,33840.0,2.26,1.24,92.04,4.79,2.64,12.81,25.73,12.75,12.81,33840.0,100.0,27785.0,75.83,1.31,51.32,26.0,6.88,19.91,36784.0,15502.0,15853.0,13007.0,9163.0,11406.0,12790.0,10859.0,4316.0,13.01,3.26,11.08,33.14,6.69,61.55,7.9,25.21,8.21,38.08,13.49,29.73,17.69,15.74,2.88,68.95,68.0,77.25,65.75,65.13,76.46,642.0,2.66,2069.0,10.15,16.67,26.44,37.17,0.62,1.02,1.62,2.27,92.6,1.08,3.13,1.84,2.22,2.46,1.97,57.55,2.49,55.81,2.0,977.0,93.87,52.02,1.84,16.07,1970.0,2.81,0.82,59800.0,77800.0,101400.0,41600.0,300.0,382.0,457.0,157.0,456.0,27.5,20.1,11.8,40.0,8.0,6.11,46.54,37.78,67.87,84.2,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,16.7,2024.4,3.29,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,33.0,81.73,37.0,91.63,60.0,148.6,313.0,775.17,2342.0,5800.19,139.0,344.25,8.0,19.81,321.96,6939.42
cat802.0,cat14.0,1.0,26620.0,4.0,53418.0,2.76,0.82,97.6,1.26,1.86,14.0,24.96,14.22,15.01,49020.0,91.77,55752.0,78.41,0.75,64.8,30.55,2.55,20.14,65070.0,26895.0,27083.0,17948.0,17288.0,17807.0,29269.0,18958.0,1837.0,3.61,5.24,13.43,40.91,4.16,61.91,16.45,28.67,6.37,42.91,5.29,31.6,8.23,6.86,3.04,85.36,84.54,96.21,80.48,49.2,62.96,176.0,0.46,4215.0,9.44,13.59,18.24,22.75,0.75,1.07,1.44,1.8,89.65,0.7,3.3,2.69,2.63,2.69,2.38,82.21,0.64,26.09,3.0,833.0,95.88,80.31,0.36,51.02,1954.0,0.18,0.09,203100.0,253600.0,360700.0,157600.0,570.0,769.0,1001.0,431.0,895.0,26.6,23.5,15.1,22.0,8.0,7.89,51.13,63.77,83.14,85.58,99.0,182.56,92.0,169.65,28187.0,51978.7,284.7,182.6,60.73,58.28,0.61,1.84,0.0,2.45,1.0,7.0,196.9,31.1,1716.6,7.24,40.0,6901484.0,92.93,0.0,1.01,127267.9,3.0,5.53,1.0,1.84,35.0,64.54,160.0,488.2,506.0,933.1,1180.0,2176.0,378.0,697.06,4.0,7.38,46.52,3813.53
cat803.0,cat1.0,31.0,63150.0,4.0,12623.0,3.19,1.8,95.41,1.39,2.5,14.79,25.61,12.91,5.56,12623.0,100.0,60026.0,91.79,0.42,56.11,15.62,3.33,13.58,62410.0,22273.0,22577.0,14838.0,8025.0,23092.0,13152.0,18707.0,218.0,1.74,1.94,10.49,31.87,5.57,73.27,18.38,24.65,8.31,36.85,4.85,29.61,7.26,6.06,3.42,90.2,86.15,96.5,88.14,42.04,62.19,56.0,0.69,1074.0,3.82,7.45,12.29,16.01,0.32,0.63,1.05,1.36,89.48,0.51,6.05,5.23,3.18,3.2,2.83,93.41,1.09,15.02,3.0,185.0,95.53,92.59,1.08,58.92,1963.0,0.0,0.0,160100.0,189100.0,231700.0,71600.0,639.0,844.0,1001.0,362.0,980.0,27.5,25.9,15.9,0.0,0.0,8.51,57.87,72.24,80.7,91.35,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,25.9,487.8,3.29,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,1.0,7.51,0.0,0.0,1.0,7.51,31.0,232.96,101.0,759.0,8.0,60.12,1.0,7.51,15.03,1059.59
cat804.0,cat17.0,31.0,47600.0,4.0,26506.0,2.92,14.54,80.05,2.88,12.14,14.05,30.97,13.46,6.13,26506.0,100.0,36297.0,89.97,0.48,32.88,14.41,3.04,7.25,37049.0,13440.0,14386.0,9759.0,7754.0,9799.0,8178.0,9960.0,1759.0,6.68,5.18,17.28,14.88,5.04,74.42,11.91,16.25,9.35,20.1,10.57,30.97,14.39,12.51,3.28,75.66,72.49,84.42,74.82,66.25,73.96,604.0,3.79,4919.0,17.87,28.71,38.73,54.65,3.32,5.33,7.19,10.14,79.61,3.95,6.88,5.25,2.92,2.96,2.85,67.1,7.52,47.71,3.0,729.0,92.56,66.22,1.92,22.77,1979.0,1.73,0.16,66800.0,78500.0,90800.0,24000.0,500.0,551.0,653.0,153.0,658.0,27.2,23.3,13.8,0.0,0.0,18.56,23.5,36.97,69.85,74.96,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,4.0,6633.1,1.35,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,3.59,3.0,10.78,38.0,136.54,81.0,291.04,310.0,1113.87,887.0,3187.09,163.0,585.68,8.0,28.74,441.95,4915.38
cat805.0,cat10.0,31.0,47600.0,4.0,27334.0,2.73,1.26,85.47,0.34,34.76,14.16,25.06,12.17,15.71,0.0,0.0,26409.0,72.16,1.81,43.65,34.37,5.73,17.51,31085.0,11777.0,12647.0,9876.0,12943.0,7110.0,6114.0,6506.0,3960.0,14.93,18.05,31.59,18.53,5.93,56.78,18.22,24.48,15.94,25.91,8.47,24.06,11.73,10.22,3.17,76.73,71.92,88.74,78.21,63.79,71.98,197.0,0.86,1362.0,9.62,22.69,31.35,41.92,0.48,1.13,1.56,2.09,64.66,4.75,6.62,4.86,2.66,2.69,2.6,64.55,7.46,54.41,2.0,1068.0,90.35,63.77,1.87,30.62,1971.0,8.27,0.7,44600.0,65500.0,91100.0,46500.0,257.0,341.0,404.0,147.0,420.0,27.5,21.1,12.6,16.0,12.0,4.99,75.82,54.42,75.96,95.19,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,26.4,1037.3,0.0,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,3.15,5.0,15.75,22.0,69.32,520.0,1638.36,264.0,831.78,1302.0,4102.21,105.0,330.82,9.0,28.36,1726.58,5293.17
cat806.0,cat11.0,31.0,47600.0,4.0,52422.0,3.13,1.1,85.74,10.12,9.44,14.64,24.72,11.74,4.73,52422.0,100.0,67892.0,89.7,1.05,53.99,11.63,2.02,11.87,71710.0,25791.0,26854.0,20248.0,14237.0,18851.0,22543.0,22024.0,993.0,1.9,2.04,7.07,36.98,2.72,75.99,19.33,21.73,6.37,41.31,6.11,25.63,9.78,7.98,3.37,88.14,86.52,95.12,84.14,61.87,69.94,212.0,0.66,6306.0,9.09,15.59,25.82,34.7,1.09,1.88,3.11,4.17,84.24,1.81,5.68,4.87,3.12,3.17,2.85,85.63,3.02,19.49,3.0,567.0,96.73,84.29,0.88,16.23,1980.0,0.23,0.11,248700.0,326200.0,426800.0,178100.0,754.0,893.0,1001.0,247.0,918.0,27.4,27.5,12.0,0.0,0.0,12.03,52.42,41.03,77.35,90.68,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,18.1,2889.9,0.41,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,5.0,8.09,20.0,32.36,64.0,103.55,249.0,402.87,888.0,1436.75,140.0,226.52,23.0,37.21,144.0,2103.36
cat807.0,cat1.0,13.0,6260.0,4.0,45061.0,2.44,4.3,89.06,5.0,5.13,10.59,24.97,11.61,16.34,45061.0,100.0,39822.0,77.19,0.32,56.06,32.8,3.67,19.61,50419.0,18722.0,19056.0,13728.0,11575.0,18295.0,14856.0,13579.0,2549.0,5.72,8.61,22.13,25.36,5.57,63.87,18.39,25.41,9.28,29.97,6.73,33.58,9.51,8.24,3.07,80.71,78.64,91.64,77.13,57.11,67.42,403.0,1.36,5915.0,14.81,23.4,31.26,39.85,1.94,3.07,4.1,5.23,81.07,2.28,4.32,2.78,2.42,2.81,1.94,63.7,1.98,56.8,2.0,838.0,95.66,54.82,0.95,43.44,1941.0,0.72,0.32,147800.0,172500.0,199600.0,51800.0,427.0,541.0,661.0,234.0,600.0,24.3,24.0,16.3,0.0,1.0,13.13,67.79,65.19,84.28,91.32,105.0,229.57,94.0,205.52,47500.0,103854.6,452.4,229.6,92.87,96.19,2.86,0.95,0.0,3.81,0.0,8.0,52.4,5.5,8173.9,9.85,30.0,5328698.0,89.52,0.0,0.0,116507.4,0.0,0.0,3.0,6.56,96.0,209.9,72.0,157.42,449.0,981.7,915.0,2000.57,602.0,1316.22,5.0,10.93,373.88,4309.42
cat808.0,cat17.0,31.0,47600.0,4.0,27341.0,2.29,45.6,51.64,1.4,5.98,10.47,22.1,10.09,27.04,27341.0,100.0,20731.0,60.34,0.5,35.7,46.37,4.85,16.4,25156.0,11295.0,12840.0,9742.0,12488.0,8918.0,4965.0,8642.0,3812.0,14.17,11.42,31.89,9.68,7.49,49.28,9.74,24.3,12.29,16.83,10.01,26.99,13.46,11.98,2.87,55.44,52.24,65.39,59.06,71.77,77.43,1565.0,7.24,8871.0,13.8,23.79,34.28,48.11,4.48,7.72,11.12,15.61,79.27,3.36,5.54,3.34,2.26,2.14,2.49,62.51,6.97,81.04,2.0,1959.0,85.93,65.98,0.92,36.7,1974.0,2.42,0.25,67300.0,79600.0,91300.0,24000.0,384.0,473.0,535.0,151.0,544.0,31.4,25.1,12.9,0.0,0.0,32.45,20.26,47.72,71.19,76.34,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,3.7,7341.8,4.92,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,3.0,10.69,21.0,74.82,159.0,566.5,183.0,652.01,331.0,1179.32,984.0,3505.9,411.0,1464.35,3.0,10.69,1304.02,6160.26
